-303	15
-304	9
-305	6
-306	13
-307	20
-308	13
-309	6
-31	4430
-310	8
-311	10
-312	8
-313	7
-314	4
-315	5
-316	8
-317	9
-318	6
-319	6
-32	3964
-320	11
-321	8
-322	2
-323	6
-324	5
-325	11
-326	7
-327	6
-328	4
-329	2
-33	3651
-330	1
-331	4
-332	9
-333	4
-334	3
-335	6
-336	5
-337	8
-338	6
-339	8
-34	3417
-340	4
-341	6
-342	2
-343	8
-344	4
-345	5
-346	2
-347	3
-348	7
-349	4
-35	3183
-350	2
-351	2
-352	6
-353	6
-354	4
-355	5
-356	1
-357	3
-358	4
-359	2
-36	2891
-360	4
-361	3
-362	5
-363	5
-364	9
-365	6
-366	6
-367	4
-368	2
-369	6
-37	2605
-370	8
-371	2
-372	1
-373	2
-374	4
-375	2
-376	1
-377	4
-378	1
-379	1
-38	2516
-380	3
-381	2
-382	3
-383	3
-384	3
-385	2
-386	4
-387	1
-388	2
-389	4
-39	2259
-390	3
-391	4
-392	4
-393	4
-394	6
-395	3
-396	6
-397	2
-398	2
-399	3
-4	937635
-40	2145
-400	2
-401	7
-402	4
-403	3
-404	1
-405	2
-406	4
-407	1
-408	4
-409	1
-41	2056
-410	2
-411	3
-412	3
-413	1
-414	1
-415	1
-416	3
-417	1
-42	1917
-420	1
-422	2
-423	4
-424	3
-425	3
-427	1
-428	1
-429	3
-43	1746
-430	3
-434	2
-436	2
-437	1
-438	1
-439	1
-44	1627
-440	1
-441	4
-442	1
-443	1
-444	1
-445	2
-446	1
-447	3
-448	3
-449	2
-45	1616
-450	1
-452	3
-453	1
-455	1
-456	1
-457	3
-458	3
-459	2
-46	1501
-460	1
-461	1
-462	5
-463	4
-464	1
-465	1
-466	2
-467	3
-468	1
-469	1
-47	1409
-470	2
-471	2
-473	2
-474	3
-475	1
-476	2
-477	2
-478	4
-479	2
-48	1297
-480	2
-482	1
-483	1
-485	1
-486	2
-487	1
-488	2
-489	2
-49	1304
-490	1
-491	4
-492	3
-493	2
-494	1
-495	3
-497	1
-498	3
-499	1
-5	550858
-50	1137
-501	1
-502	3
-503	1
-504	1
-505	1
-506	1
-507	3
-508	2
-51	1067
-510	2
-511	1
-512	3
-517	1
-518	3
-52	1039
-520	3
-521	1
-522	1
-524	1
-526	2
-527	1
-529	1
-53	1072
-530	3
-531	1
-533	1
-534	6
-536	1
-538	2
-539	2
-54	937
-540	3
-542	1
-543	4
-544	2
-545	2
-546	2
-547	2
-548	2
-549	2
-55	901
-550	1
-551	1
-552	1
-553	2
-554	1
-555	2
-557	1
-559	2
-56	828
-560	1
-562	2
-565	2
-566	1
-567	2
-569	2
-57	817
-570	1
-571	2
-572	1
-574	2
-575	3
-577	1
-579	3
-58	742
-580	1
-583	1
-584	1
-586	1
-59	692
-590	1
-596	1
-598	2
-6	354013
-60	703
-601	1
-602	1
-605	1
-606	1
-607	1
-61	678
-613	1
-614	2
-617	2
-618	1
-619	1
-62	635
-620	2
-621	2
-623	1
-624	1
-63	609
-634	1
-636	1
-637	1
-638	2
-64	609
-640	2
-643	1
-65	542
-650	1
-653	1
-654	1
-657	3
-66	534
-663	1
-664	1
-666	1
-67	498
-671	2
-678	2
-679	1
-68	481
-680	1
-683	2
-69	493
-690	1
-696	1
-698	1
-7	240173
-70	441
-700	1
-704	2
-705	1
-71	445
-714	2
-72	443
-725	2
-727	2
-728	1
-73	407
-732	1
-734	1
-735	1
-736	1
-737	1
-74	391
-745	1
-747	1
-748	1
-749	1
-75	420
-755	1
-756	2
-758	1
-76	411
-761	1
-764	1
-765	1
-766	2
-768	2
-77	537
-772	1
-773	2
-774	1
-776	1
-78	319
-782	1
-79	348
-793	1
-8	170159
-80	346
-802	2
-81	347
-812	1
-816	1
-818	1
-819	1
-82	282
-822	1
-828	1
-829	1
-83	281
-834	1
-839	1
-84	275
-844	1
-846	1
-85	247
-850	2
-854	1
-857	1
-86	234
-864	1
-867	1
-869	1
-87	253
-875	1
-88	245
-888	1
-89	222
-894	1
-9	126738
-90	233
-903	1
-904	1
-91	226
-915	1
-919	2
-92	231
-924	1
-93	182
-931	1
-936	2
-94	179
-944	1
-95	180
-951	1
-952	1
-956	1
-957	1
-96	197
-97	193
-973	1
-98	188
-987	1
-99	164
-997	1
0	105493
1	995941
10	89900
100	1408
1001	1
101	1321
102	1368
103	1224
104	1213
1040	1
1049	1
105	1147
1051	1
1057	1
106	1137
1060	1
1062	1
107	1083
1073	1
108	1147
109	1064
1096	1
11	81142
110	1058
1100	1
1109	1
111	1045
1117	2
112	947
1126	1
1128	1
113	1057
1137	1
114	965
115	868
116	864
117	862
1171	1
118	883
119	881
1192	1
1198	1
12	72803
120	770
121	824
122	746
123	784
1233	1
124	755
1249	1
125	743
126	706
1266	1
127	742
128	643
129	640
13	65677
130	650
13018	1
131	623
132	597
1329	1
133	600
134	596
1349	1
135	596
1353	1
136	539
137	605
1372	1
1376	1
138	588
139	529
14	59925
140	541
1403	1
141	507
142	472
143	546
1437	1
144	492
145	485
146	527
147	441
148	442
149	430
15	54808
150	421
151	428
1512	1
15151	1
152	415
153	418
154	377
1544	1
1548	1
155	427
1555	1
156	377
157	408
158	363
159	372
16	50703
160	347
161	352
162	360
163	375
164	365
165	295
166	309
167	346
168	311
169	284
17	46344
170	314
171	305
172	280
173	264
174	239
175	292
176	260
177	291
178	293
1781	1
179	257
18	43349
180	249
181	239
1810	1
182	231
1820	1
183	248
1830	1
184	221
1845	1
185	267
186	279
187	227
188	252
189	206
19	40199
190	228
191	215
192	204
193	268
194	206
195	184
196	217
197	196
198	183
199	189
1994	1
2	488993
20	37350
200	186
201	203
202	182
20290	1
203	180
204	206
205	179
206	174
207	160
208	179
209	162
21	34837
210	135
211	161
212	144
213	138
214	132
215	144
216	135
217	136
218	127
219	141
22	32426
220	140
221	140
222	132
223	132
224	120
225	130
226	122
227	133
228	137
229	119
23	30258
230	103
2304	1
231	107
232	119
233	125
234	112
2343	1
235	110
236	117
237	124
2376	1
238	121
239	113
24	28460
240	121
241	99
242	100
243	87
244	109
245	119
246	108
247	86
2472	1
248	91
249	79
25	26367
250	83
251	83
252	82
253	84
254	87
255	83
256	87
257	87
258	90
259	89
26	24869
260	66
261	68
262	58
263	83
264	77
265	63
266	81
267	66
268	80
269	82
27	23471
270	65
271	62
272	82
273	79
274	81
275	76
276	76
2763	1
277	74
278	68
279	72
28	22519
280	66
281	72
282	60
283	60
284	65
285	88
286	77
287	78
288	70
2886	1
289	55
29	21023
290	56
291	63
292	55
293	46
294	75
295	54
296	54
297	55
298	50
299	51
3	327148
30	19734
300	56
301	43
302	42
303	42
304	43
305	50
306	50
3066	1
307	44
308	41
309	61
31	18552
310	62
311	49
312	50
313	42
314	40
315	43
316	62
317	36
318	59
319	36
32	17471
320	43
321	32
322	39
323	32
324	47
325	40
3254	1
326	40
327	32
328	35
329	34
33	16862
330	50
331	39
332	27
333	37
334	34
335	43
336	38
337	29
338	20
339	37
34	16206
340	40
341	39
342	37
343	35
344	28
345	30
346	26
347	29
348	31
349	30
35	15025
350	28
351	34
352	29
353	27
354	32
355	28
356	37
357	22
358	34
359	28
36	14346
360	29
361	30
362	38
363	35
364	38
365	20
366	28
367	19
368	31
369	20
37	13588
370	34
371	25
372	34
373	23
374	24
375	18
376	27
377	23
378	16
379	29
38	12832
380	18
381	29
382	19
383	24
384	21
385	32
386	21
387	22
388	28
389	24
39	12195
390	20
391	25
392	23
393	21
394	18
395	21
396	20
397	21
398	13
399	20
4	247940
40	11539
400	26
401	21
402	24
403	21
404	16
405	17
406	23
407	15
408	21
409	14
41	11078
410	23
411	22
412	16
413	24
414	26
415	19
416	23
417	22
418	19
419	23
42	10687
420	19
421	14
422	16
423	11
424	20
425	26
426	17
427	24
428	16
429	14
43	10041
430	12
431	13
432	15
433	17
434	13
435	22
436	13
437	10
438	23
439	16
44	9823
440	14
441	11
442	9
443	14
444	19
445	18
446	13
447	18
448	8
449	16
45	9336
450	15
451	13
452	12
453	18
454	24
455	15
456	16
4567	1
457	16
458	23
459	26
46	8583
460	22
461	14
462	19
463	10
464	13
465	15
466	21
467	24
468	13
469	6
47	8354
470	11
471	17
472	19
473	20
474	10
475	11
4750	1
476	14
477	8
478	12
479	11
48	8088
480	8
481	7
482	18
483	13
484	6
485	15
486	12
487	11
4874	1
488	13
489	7
49	7655
490	8
491	12
492	14
493	8
494	10
495	6
496	6
497	14
498	14
499	10
4992	1
5	196900
50	7396
500	6
501	13
502	12
503	10
504	10
505	12
506	8
507	11
508	13
509	9
51	7116
510	9
511	8
512	6
513	11
514	10
515	6
516	14
517	9
518	12
519	13
52	6745
520	14
521	10
522	15
523	13
524	9
525	7
526	9
527	9
528	12
529	7
53	6483
530	8
531	7
532	8
533	7
5337	1
534	6
535	10
536	9
537	10
538	8
539	6
54	6109
540	13
541	6
542	10
543	12
544	6
545	14
546	9
547	10
548	7
549	13
55	6041
550	7
551	7
552	5
553	8
554	18
555	16
556	9
557	11
558	9
559	6
56	5771
560	2
561	11
562	13
563	9
564	3
565	7
566	7
567	11
568	3
569	5
57	5455
570	13
571	6
572	7
573	10
574	5
575	13
576	9
577	6
578	7
579	8
58	5302
580	6
581	6
582	8
583	14
584	12
585	13
586	11
587	9
588	3
589	9
59	5114
590	7
591	8
592	5
593	12
594	9
595	4
596	7
597	14
598	10
599	11
6	160267
60	4864
600	2
601	12
602	7
603	6
604	7
605	11
606	10
607	8
608	6
609	8
61	4700
610	6
611	11
612	8
613	4
614	12
615	3
616	6
617	8
618	8
619	10
62	4644
620	10
621	9
622	10
623	3
624	9
625	13
626	10
627	9
628	9
629	8
63	4418
630	9
631	7
632	13
633	9
634	6
635	11
636	7
637	15
638	4
639	5
64	4250
640	6
641	10
642	8
643	6
644	5
645	7
646	18
647	8
648	12
649	6
65	4028
651	6
652	6
653	8
654	8
655	7
656	9
657	7
658	3
659	5
66	3929
660	9
661	8
662	11
663	6
664	9
665	5
666	8
667	9
668	7
669	6
67	3871
670	6
671	9
672	4
673	4
674	5
675	7
676	13
677	13
678	8
679	7
68	3705
680	3
681	8
682	7
683	12
684	7
685	12
686	9
687	9
688	8
689	8
69	3554
690	6
691	10
692	9
693	9
694	8
695	6
696	4
697	6
698	2
699	5
7	134748
70	3434
700	5
701	9
702	6
703	5
704	8
705	3
706	7
707	6
708	3
709	5
71	3253
710	8
711	9
712	7
713	6
714	4
715	10
716	4
717	8
718	5
719	6
72	3208
720	5
721	3
722	9
723	4
724	5
725	4
726	5
727	1
728	2
729	1
73	3035
730	6
731	1
732	3
733	2
734	6
735	2
736	3
737	2
738	1
739	3
74	3034
740	3
742	3
743	2
745	1
746	1
747	1
748	1
749	2
75	2846
751	1
753	1
754	5
755	2
758	1
759	1
76	2728
762	1
763	1
764	1
766	1
77	2725
773	1
775	1
776	2
777	1
78	2627
780	3
783	1
79	2557
791	2
792	1
794	1
796	1
797	1
798	2
8	116021
80	2491
800	3
8011	1
804	1
807	1
81	2394
813	2
815	1
817	1
818	1
82	2203
821	2
825	1
826	2
83	2274
834	1
839	1
84	2172
85	2092
851	2
852	2
853	2
856	1
858	1
86	1969
860	1
866	1
867	1
87	1952
874	1
877	1
879	1
88	1888
882	1
889	1
89	1874
890	2
898	2
9	101798
90	1755
900	1
905	1
907	1
909	1
91	1854
912	1
914	1
92	1665
921	1
924	1
93	1786
935	1
936	1
94	1606
941	1
948	1
95	1555
950	2
952	2
958	1
96	1552
961	1
965	3
967	1
969	2
97	1453
970	1
971	2
972	1
977	1
98	1475
980	2
982	2
987	1
988	1
989	1
99	1430
991	3
993	2
997	2
