gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
004699,01,000003,20040227,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,M & T BANK CORP,MTB,55261F104,0000036270,6020,522110
063501,01,000003,20040401,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,E TRADE FINANCIAL CORP,ETFC,269246401,0001015780,6211,523120
030697,01,000003,20040402,20100207,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AFFILIATED COMPUTER SERVICES,ACS,008190100,0000002135,7374,518210
007637,01,000003,20040423,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MYLAN NV,MYL,N59465109,0001623613,2834,325412
015247,01,000003,20040429,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VALERO ENERGY CORP,VLO,91913Y100,0001035002,2911,324110
160255,01,000003,20040503,20150902,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOSPIRA INC,HSP,441060100,0001274057,2834,325412
024856,01,000003,20040701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GILEAD SCIENCES INC,GILD,375558103,0000882095,2836,325414
140541,01,000003,20040901,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TAPESTRY INC,TPR,876030107,0001116132,3100,316992
014960,01,000003,20041101,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LABORATORY CP OF AMER HLDGS,LH,50540R409,0000920148,8071,621511
110685,01,000003,20041201,20190630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,L3 TECHNOLOGIES INC,LLL,502413107,0001039101,3812,334511
012886,04,000003,20041220,20190319,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TWENTY-FIRST CENTURY FOX INC,TFCFA,90130A309,0001308161,4888,515210
028256,01,000003,20041229,20100627,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XTO ENERGY INC,XTO,98385X106,0000868809,1311,211111
063892,01,000003,20050314,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NATIONAL OILWELL VARCO INC,NOV,637071101,0001021860,3533,333132
006307,03,000003,20050328,20120904,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEARS HOLDINGS CORP,SHLDQ,812350106,0001310067,5311,452111
002710,02,000003,20050705,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONSTELLATION BRANDS,STZ,21036P108,0000016918,2082,312120
025340,01,000003,20050705,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,D R HORTON INC,DHI,23331A109,0000882184,1531,236117
010793,01,000003,20050811,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TYSON FOODS INC  -CL A,TSN,902494103,0000100493,2011,311611
011220,01,000003,20050812,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VORNADO REALTY TRUST,VNO,929042109,0000899689,6798,531120
007620,01,000003,20050815,20170725,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MURPHY OIL CORP,MUR,626717102,0000717423,1311,2111
010096,01,000003,20050819,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PUBLIC STORAGE,PSA,74460D109,0001393311,6798,531130
023877,01,000003,20050830,20130508,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVENTRY HEALTH CARE INC,CVH,222862104,0001054833,6324,524114
164708,01,000003,20051003,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERIPRISE FINANCIAL INC,AMP,03076C106,0000820027,6211,523110
006669,01,000003,20051004,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LENNAR CORP,LEN,526057104,0000920760,1531,236117
025880,01,000003,20051011,20180318,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PATTERSON COS INC,PDCO,703395103,0000891024,5047,423450
064768,01,000003,20051121,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMAZON.COM INC,AMZN,023135106,0001018724,5961,454110
158354,01,000003,20051202,20151117,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENWORTH FINANCIAL INC,GNW,37247D106,0001276520,6311,524113
165675,01,000003,20060103,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VIACOM INC,VIAB,92553P201,0001339947,4833,515120
024893,01,000003,20060103,20170828,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WHOLE FOODS MARKET INC,WFM,966837106,0000865436,5411,445110
061567,01,000003,20060105,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAUDER (ESTEE) COS INC -CL A,EL,518439104,0001001250,2844,325620
066368,01,000003,20060201,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERISIGN INC,VRSN,92343E102,0001014473,7370,519130
012788,01,000003,20060201,20170315,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARMAN INTERNATIONAL INDS,HAR,413086109,0000800459,3651,334310
027786,01,000003,20060303,20180318,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHESAPEAKE ENERGY CORP,CHK,165167107,0000895126,1311,2111
024731,01,000003,20060403,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KIMCO REALTY CORP,KIM,49446R109,0000879101,6798,531120
064925,01,000003,20060403,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOSTON PROPERTIES INC,BXP,101121101,0001037540,6798,531120
160329,01,000003,20060403,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALPHABET INC,GOOGL,02079K305,0001652044,7370,519130
062655,01,000003,20060403,20130523,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEAN FOODS CO,DF,242370203,0000931336,2020,311511
061513,01,000003,20060420,20160512,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SANDISK CORP,SNDK,80004C101,0001000180,3572,334112
006653,01,000003,20060424,20161201,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEGG MASON INC,LM,524901105,0000704051,6282,523920
121718,01,000003,20060602,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JUNIPER NETWORKS INC,JNPR,48203R104,0001043604,3576,334118
120093,01,000003,20060628,20160303,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CNX RESOURCES CORPORATION,CNX,12653C108,0001070412,1311,2111
174490,01,000003,20060718,20150406,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WINDSTREAM HOLDINGS INC,WINMQ,97382A309,0001282266,4813,517311
174729,01,000003,20060801,20180530,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WYNDHAM DESTINATIONS INC,WYND,98310W108,0001361658,6531,531390
149070,01,000003,20060811,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CME GROUP INC,CME,12572Q105,0001156375,6200,523210
175263,01,000003,20061002,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WESTERN UNION CO,WU,959802109,0001365135,6099,522320
009772,01,000003,20061002,20100826,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SMITH INTERNATIONAL INC,SII,832110100,0000721083,2890,325998
013599,01,000003,20061106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CELGENE CORP,CELG,151020104,0000816284,2834,325412
165993,01,000003,20061110,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIDELITY NATIONAL INFO SVCS,FIS,31620M106,0001136893,7374,518210
260774,01,000003,20061110,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CBRE GROUP INC,CBRE,12504L109,0001138118,6500,531
111864,01,000003,20061117,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COGNIZANT TECH SOLUTIONS,CTSH,192446102,0001058290,7370,541512
142460,01,000003,20061120,20140921,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEABODY ENERGY CORP,BTU,704549203,0001064728,1220,212111
008873,01,000003,20061201,20100630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUESTAR CORP,STR,748356102,0000751652,4923,221210
012206,01,000003,20061204,20150728,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIRECTV,DTV.2,25490A309,0001465112,4841,515210
176282,01,000003,20070103,20170227,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SPECTRA ENERGY CORP,SE.7,847560109,0001373835,4923,221210
029875,01,000003,20070110,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVALONBAY COMMUNITIES INC,AVB,053484101,0000915912,6798,531110
064891,01,000003,20070202,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RALPH LAUREN CORP,RL,751212101,0001037038,2320,31522
011115,01,000003,20070212,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VARIAN MEDICAL SYSTEMS INC,VAR,92220P105,0000203527,3845,334510
122015,01,000003,20070215,20151102,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUDSON CITY BANCORP INC,HCBK,443683107,0000921847,6035,522120
011555,01,000003,20070222,20150630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTEGRYS HOLDING INC,WEC3,45822P105,0000916863,4931,2211
065609,01,000003,20070302,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,C H ROBINSON WORLDWIDE INC,CHRW,12541W209,0001043277,4213,484121
007063,01,000003,20070320,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOST HOTELS & RESORTS INC,HST,44107P104,0001070750,6798,531120
063643,01,000003,20070329,20131222,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABERCROMBIE & FITCH  -CL A,ANF,002896207,0001018840,5651,448140
142953,01,000003,20070402,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONDELEZ INTERNATIONAL INC,MDLZ,609207105,0001103982,2052,311821
157057,01,000003,20070410,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ASSURANT INC,AIZ,04621X108,0001267238,6351,524126
060992,01,000003,20070531,20111218,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUNEDISON INC,SUNEQ,86732Y109,0000945436,3620,335999
008717,01,000003,20070601,20160131,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRECISION CASTPARTS CORP,PCP,740189105,0000079958,3728,336413
177376,02,000003,20070702,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISCOVER FINANCIAL SVCS,DFS,254709108,0001393612,6141,522210
125595,01,000003,20070712,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AKAMAI TECHNOLOGIES INC,AKAM,00971T101,0001086222,7370,519130
006682,01,000003,20070827,20190925,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JEFFERIES FINANCIAL GRP INC,JEF,47233W109,0000096223,6211,523110
027965,01,000003,20070907,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICROCHIP TECHNOLOGY INC,MCHP,595017104,0000827054,3674,334413
163610,01,000003,20070926,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTERCONTINENTAL EXCHANGE,ICE,45866F104,0001571949,6200,523999
010466,01,000003,20070927,20180930,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANDEAVOR,ANDV,03349M105,0000050104,2911,324110
178310,01,000003,20071001,20170618,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TERADATA CORP,TDC,88076W103,0000816761,7370,54151
126296,02,000003,20071002,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPEDIA GROUP INC,EXPE,30212P303,0001324424,4700,561510
007912,01,000003,20071008,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOBLE ENERGY INC,NBL,655044105,0000072207,1311,2111
004494,01,000003,20071010,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,488510
166451,01,000003,20071025,20131112,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NYSE EURONEXT,NYX,629491101,0001368007,6200,523210
006216,01,000003,20071026,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JACOBS ENGINEERING GROUP INC,JEC,469814107,0000052988,1600,236210
062984,01,000003,20071029,20121223,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TITANIUM METALS CORP,TIE,888339207,0001011657,3350,331491
008694,01,000003,20071109,20160329,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEPCO HOLDINGS INC,POM,713291102,0001135971,4911,2211
105365,01,000003,20071119,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN TOWER CORP,AMT,03027X100,0001053507,6798,531120
145049,01,000003,20071214,20160424,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GAMESTOP CORP,GME,36467W109,0001326380,5734,443142
006788,01,000003,20071221,20180617,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RANGE RESOURCES CORP,RRC,75281A109,0000315852,1311,2111
011300,01,000003,20071231,20140921,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GRAHAM HOLDINGS CO,GHC,384637104,0000104889,8200,611691
010631,01,000003,20080102,20190922,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TOTAL SYSTEM SERVICES INC,TSS,891906109,0000721683,7389,522320
060894,01,000003,20080129,20160403,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAMERON INTERNATIONAL CORP,CAM,13342B105,0000941548,3533,333132
013125,01,000003,20080331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HCP INC,HCP,40414L109,0000765880,6798,531120
179621,01,000003,20080331,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PHILIP MORRIS INTERNATIONAL,PM,718172109,0001413329,2111,312230
136725,01,000003,20080602,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTUITIVE SURGICAL INC,ISRG,46120E602,0001035267,3845,334510
009904,01,000003,20080606,20170403,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHWESTERN ENERGY CO,SWN,845467109,0000007332,4923,2111
147175,01,000003,20080611,20150611,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LORILLARD INC,LO,544147101,0001424847,2111,312230
020548,01,000003,20080623,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CABOT OIL & GAS CORP,COG,127097103,0000858470,1311,2111
141400,01,000003,20080623,20110601,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MASSEY ENERGY CO,MEE,576206106,0000037748,1220,212112
029968,01,000003,20080701,20111218,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AK STEEL HOLDING CORP,AKS,001547108,0000918160,3312,331110
180167,01,000003,20080701,20180306,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCRIPPS NETWORKS INTERACTIVE,SNI,811065101,0001430602,4833,515120
160225,01,000003,20080718,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MASTERCARD INC,MA,57636Q104,0001141391,6099,522320
061483,01,000003,20080731,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DAVITA INC,DVA,23918K108,0000927066,8090,621492
029804,02,000003,20080821,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INVESCO LTD,IVZ,G491BT108,0000914208,6282,523920
163946,01,000003,20080827,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CF INDUSTRIES HOLDINGS INC,CF,125269100,0001324404,2870,325311
014225,01,000003,20080915,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FASTENAL CO,FAST,311900104,0000815556,5000,423
157855,01,000003,20080915,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SALESFORCE.COM INC,CRM,79466L302,0001108524,7372,511210
005492,01,000003,20080922,20190630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,L3HARRIS TECHNOLOGIES INC,LHX,502431109,0000202058,3812,334511
014359,02,000003,20080924,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PIONEER NATURAL RESOURCES CO,PXD,723787107,0001038357,1311,2111
014282,01,000003,20080930,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMPHENOL CORP,APH,032095101,0000820313,3678,334417
004108,01,000003,20081002,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLOWSERVE CORP,FLS,34354P105,0000030625,3561,333914
179700,01,000003,20081007,20180701,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DR PEPPER SNAPPLE GROUP INC,DPS,26138E109,,2086,312111
149337,01,000003,20081022,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NASDAQ INC,NDAQ,631103108,0001120193,6200,523210
011550,01,000003,20081031,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WEC ENERGY GROUP INC,WEC,92939U106,0000783325,4931,2211
009777,01,000003,20081106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SMUCKER (JM) CO,SJM,832696405,0000091419,2033,311421
016245,01,000003,20081113,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEOPLE'S UNITED FINL INC,PBCT,712704105,0001378946,6020,522110
013700,01,000003,20081114,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DENTSPLY SIRONA INC,XRAY,24906P109,0000818479,3843,339114
149318,01,000003,20081114,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WYNN RESORTS LTD,WYNN,983134107,0001174922,7990,721120
023945,01,000003,20081117,20111016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CEPHALON INC,CEPH,156708109,0000873364,2834,325412
063527,01,000003,20081119,20181202,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STERICYCLE INC,SRCL,858912108,0000861878,4955,562211
118577,01,000003,20081124,20140123,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LIFE TECHNOLOGIES CORP,LIFE.3,53217V109,0001073431,2836,325414
004094,01,000003,20081202,20170404,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DUN & BRADSTREET CORP,DNB,26483E100,0001115222,7323,561450
112168,01,000003,20081205,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REPUBLIC SERVICES INC,RSG,760759100,0001060391,4953,562111
004430,01,000003,20081219,20181112,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQT CORP,EQT,26884L109,0000033213,4923,2111
025783,01,000003,20081223,20110228,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCAFEE INC,MFE,579064106,0000890801,7372,511210
028477,01,000003,20090102,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLIR SYSTEMS INC,FLIR,302445101,0000354908,3812,334511
008215,02,000003,20090102,20161201,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OWENS-ILLINOIS INC,OI,690768403,0000812074,3221,327213
009445,01,000003,20090102,20190101,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCANA CORP,SCG,80589M102,0000754737,4931,22111
062374,01,000003,20090106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IRON MOUNTAIN INC,IRM,46284V101,0001020569,6798,531120
005543,01,000003,20090130,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WELLTOWER INC,WELL,95040Q104,0000766704,6798,531110
061409,01,000003,20090226,20161002,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIAMOND OFFSHRE DRILLING INC,DO,25271C102,0000949039,1381,213111
005709,01,000003,20090304,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HORMEL FOODS CORP,HRL,440452100,0000048465,2011,311611
110179,01,000003,20090304,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VENTAS INC,VTR,92276F100,0000740260,6798,531110
007970,01,000003,20090317,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EVERSOURCE ENERGY,ES,30040W108,0000072741,4931,2211
028180,01,000003,20090327,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,O'REILLY AUTOMOTIVE INC,ORLY,67103H107,0000898173,5531,441310
176404,01,000003,20090330,20160517,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIME WARNER CABLE INC,TWC,88732J207,0001377013,4841,515210
020653,01,000003,20090402,20150322,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DENBURY RESOURCES INC,DNR,247916208,0000945764,1311,2111
142811,01,000003,20090605,20170116,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FMC TECHNOLOGIES INC,FTI.1,30249U101,0001135152,3533,333132
003905,01,000003,20090609,20120930,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADTALEM GLOBAL EDUCATION INC,ATGE,00737L103,0000730464,8200,611310
160256,01,000003,20090630,20130430,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,METROPCS COMMUNICATIONS INC,PCS,591708102,,4812,517212
011399,01,000003,20090701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WESTERN DIGITAL CORP,WDC,958102105,0000106040,3572,334112
066446,01,000003,20090701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUANTA SERVICES INC,PWR,74762E102,0001050915,1731,238210
122841,01,000003,20090727,20190714,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RED HAT INC,RHT,756577102,0001087423,7372,511210
004510,01,000003,20090819,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FMC CORP,FMC,302491303,0000037785,2870,325320
183257,01,000003,20090901,20150317,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAREFUSION CORP,CFN,14170T101,0001457543,3841,339112
012950,01,000003,20090909,20160522,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AIRGAS INC,ARG,009363102,0000804212,5084,423830
175404,01,000003,20091016,20170319,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIRST SOLAR INC,FSLR,336433107,0001274494,3674,334413
119314,01,000003,20091106,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOOKING HOLDINGS INC,BKNG,09857L108,0001075531,7370,519130
009248,01,000003,20091221,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROSS STORES INC,ROST,778296103,0000745732,5651,448140
179534,01,000003,20091221,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VISA INC,V,92826C839,0001403161,6099,522320
165123,01,000003,20091221,20130922,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEIDOS HOLDINGS INC,LDOS,525327102,0001336920,7373,541512
003107,01,000003,20091221,20140401,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CLEVELAND-CLIFFS INC,CLF,185899101,0000764065,1000,212210
180833,01,000003,20091221,20170618,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEAD JOHNSON NUTRITION CO,MJN,582839106,0001452575,2020,311514
024925,01,000003,20091223,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROPER TECHNOLOGIES INC,ROP,776696106,0000882835,3823,334513
135990,03,000003,20100129,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NRG ENERGY INC,NRG,629377508,0001013871,4911,22111
029150,01,000003,20100208,20170319,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,URBAN OUTFITTERS INC,URBN,917047102,0000912615,5651,448140
002176,02,000003,20100216,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BERKSHIRE HATHAWAY,BRK.B,084670702,0001067983,9997,999977
005581,01,000003,20100301,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HELMERICH & PAYNE,HP,423452101,0000046765,1381,213111
164296,01,000003,20100301,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISCOVERY INC,DISCA,25470F104,0001437107,4841,515210
008151,01,000003,20100315,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ONEOK INC,OKE,682680103,0001039684,4923,221210
012850,01,000003,20100430,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CERNER CORP,CERN,156782104,0000804753,7373,541512
064410,01,000003,20100628,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARMAX INC,KMX,143130102,0001170010,5500,441120
154357,01,000003,20100701,20150630,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QEP RESOURCES INC,QEP,74733V100,0001108827,1311,2111
028034,01,000003,20100715,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHUBB LTD,CB,H1467J104,0000896159,6331,524126
010787,01,000003,20100827,20160905,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TYCO INTERNATIONAL PLC,TYC,G91442106,0001608109,3669,334290
005959,01,000003,20101117,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INGERSOLL-RAND PLC,IR,G47791101,0001466258,3585,333415
121077,01,000003,20101220,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,F5 NETWORKS INC,FFIV,315616102,0001048695,7373,541512
147579,01,000003,20101220,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NETFLIX INC,NFLX,64110L106,0001065280,7841,532282
012485,01,000003,20101220,20160623,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTICE USA INC,ATUS,12686C109,0001702780,4841,515210
029173,01,000003,20101220,20190214,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWFIELD EXPLORATION CO,NFX,651290108,0000912750,1311,211111
186106,01,000003,20110104,20120524,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOTOROLA MOBILITY HLDGS INC,MMI.3,620097105,0001495569,3663,334220
011925,01,000003,20110118,20150719,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOBLE CORP PLC,NE,G65431101,0001458891,1381,213111
013003,02,000003,20110228,20151007,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JOY GLOBAL INC,JOY,481165108,0000801898,3532,333131
177264,02,000003,20110301,20150126,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVIDIEN PLC,COV,G2554F113,0001385187,3845,334510
133366,01,000003,20110401,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EDWARDS LIFESCIENCES CORP,EW,28176E108,0001099800,3842,339113
124434,01,000003,20110404,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BLACKROCK INC,BLK,09247X101,0001364742,6282,523920
165914,01,000003,20110428,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHIPOTLE MEXICAN GRILL INC,CMG,169656105,0001058090,5812,722513
162448,01,000003,20110602,20121001,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALPHA NATURAL RESOURCES INC,ANRZQ,02076X102,0001301063,1220,2121
186989,01,000003,20110701,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARATHON PETROLEUM CORP,MPC,56585A102,0001510295,2911,324110
143357,01,000003,20110706,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ACCENTURE PLC,ACN,G1151C101,0001467373,8742,541611
162129,01,000003,20110926,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOSAIC CO,MOS,61945C103,0001285785,2870,3253
